11111	0
11112	1
11113	2
11114	3
11115	4
11116	5
11121	6
11122	7
11123	8
11124	9
11125	10
11126	11
11131	12
11132	13
11133	14
11134	15
11135	16
11136	17
11141	18
11142	19
11143	20
11144	21
11145	22
11146	23
11151	24
11152	25
11153	26
11154	27
11155	28
11156	29
11161	30
11162	31
11163	32
11164	33
11165	34
11166	35
11211	36
11212	37
11213	38
11214	39
11215	40
11216	41
11221	42
11222	43
11223	44
11224	45
11225	46
11226	47
11231	48
11232	49
11233	50
11234	51
11235	52
11236	53
11241	54
11242	55
11243	56
11244	57
11245	58
11246	59
11251	60
11252	61
11253	62
11254	63
11255	64
11256	65
11261	66
11262	67
11263	68
11264	69
11265	70
11266	71
11311	72
11312	73
11313	74
11314	75
11315	76
11316	77
11321	78
11322	79
11323	80
11324	81
11325	82
11326	83
11331	84
11332	85
11333	86
11334	87
11335	88
11336	89
11341	90
11342	91
11343	92
11344	93
11345	94
11346	95
11351	96
11352	97
11353	98
11354	99
11355	100
11356	101
11361	102
11362	103
11363	104
11364	105
11365	106
11366	107
11411	108
11412	109
11413	110
11414	111
11415	112
11416	113
11421	114
11422	115
11423	116
11424	117
11425	118
11426	119
11431	120
11432	121
11433	122
11434	123
11435	124
11436	125
11441	126
11442	127
11443	128
11444	129
11445	130
11446	131
11451	132
11452	133
11453	134
11454	135
11455	136
11456	137
11461	138
11462	139
11463	140
11464	141
11465	142
11466	143
11511	144
11512	145
11513	146
11514	147
11515	148
11516	149
11521	150
11522	151
11523	152
11524	153
11525	154
11526	155
11531	156
11532	157
11533	158
11534	159
11535	160
11536	161
11541	162
11542	163
11543	164
11544	165
11545	166
11546	167
11551	168
11552	169
11553	170
11554	171
11555	172
11556	173
11561	174
11562	175
11563	176
11564	177
11565	178
11566	179
11611	180
11612	181
11613	182
11614	183
11615	184
11616	185
11621	186
11622	187
11623	188
11624	189
11625	190
11626	191
11631	192
11632	193
11633	194
11634	195
11635	196
11636	197
11641	198
11642	199
11643	200
11644	201
11645	202
11646	203
11651	204
11652	205
11653	206
11654	207
11655	208
11656	209
11661	210
11662	211
11663	212
11664	213
11665	214
11666	215
12111	216
12112	217
12113	218
12114	219
12115	220
12116	221
12121	222
12122	223
12123	224
12124	225
12125	226
12126	227
12131	228
12132	229
12133	230
12134	231
12135	232
12136	233
12141	234
12142	235
12143	236
12144	237
12145	238
12146	239
12151	240
12152	241
12153	242
12154	243
12155	244
12156	245
12161	246
12162	247
12163	248
12164	249
12165	250
12166	251
12211	252
12212	253
12213	254
12214	255
12215	256
12216	257
12221	258
12222	259
12223	260
12224	261
12225	262
12226	263
12231	264
12232	265
12233	266
12234	267
12235	268
12236	269
12241	270
12242	271
12243	272
12244	273
12245	274
12246	275
12251	276
12252	277
12253	278
12254	279
12255	280
12256	281
12261	282
12262	283
12263	284
12264	285
12265	286
12266	287
12311	288
12312	289
12313	290
12314	291
12315	292
12316	293
12321	294
12322	295
12323	296
12324	297
12325	298
12326	299
12331	300
12332	301
12333	302
12334	303
12335	304
12336	305
12341	306
12342	307
12343	308
12344	309
12345	310
12346	311
12351	312
12352	313
12353	314
12354	315
12355	316
12356	317
12361	318
12362	319
12363	320
12364	321
12365	322
12366	323
12411	324
12412	325
12413	326
12414	327
12415	328
12416	329
12421	330
12422	331
12423	332
12424	333
12425	334
12426	335
12431	336
12432	337
12433	338
12434	339
12435	340
12436	341
12441	342
12442	343
12443	344
12444	345
12445	346
12446	347
12451	348
12452	349
12453	350
12454	351
12455	352
12456	353
12461	354
12462	355
12463	356
12464	357
12465	358
12466	359
12511	360
12512	361
12513	362
12514	363
12515	364
12516	365
12521	366
12522	367
12523	368
12524	369
12525	370
12526	371
12531	372
12532	373
12533	374
12534	375
12535	376
12536	377
12541	378
12542	379
12543	380
12544	381
12545	382
12546	383
12551	384
12552	385
12553	386
12554	387
12555	388
12556	389
12561	390
12562	391
12563	392
12564	393
12565	394
12566	395
12611	396
12612	397
12613	398
12614	399
12615	400
12616	401
12621	402
12622	403
12623	404
12624	405
12625	406
12626	407
12631	408
12632	409
